"indicador","ano","município","valor"
"Matrícula em distorção no ensino fundamental","2009","Groaíras","310"
"Matrícula em distorção no ensino fundamental","2009","Guaiúba","794"
"Matrícula em distorção no ensino fundamental","2009","Guaraciaba do Norte","1299"
"Matrícula em distorção no ensino fundamental","2009","Guaramiranga","169"
"Matrícula em distorção no ensino fundamental","2009","Hidrolândia","1017"
"Matrícula em distorção no ensino fundamental","2009","Horizonte","2090"
"Matrícula em distorção no ensino fundamental","2009","Ibaretama","551"
"Matrícula em distorção no ensino fundamental","2009","Ibiapina","954"
"Matrícula em distorção no ensino fundamental","2009","Ibicuitinga","680"
"Matrícula em distorção no ensino fundamental","2009","Icapuí","660"
"Matrícula em distorção no ensino fundamental","2009","Icó","2903"
"Matrícula em distorção no ensino fundamental","2009","Iguatu","2162"
"Matrícula em distorção no ensino fundamental","2009","Independência","499"
"Matrícula em distorção no ensino fundamental","2009","Ipaporanga","244"
"Matrícula em distorção no ensino fundamental","2009","Ipaumirim","614"
"Matrícula em distorção no ensino fundamental","2009","Ipu","1836"
"Matrícula em distorção no ensino fundamental","2009","Ipueiras","2115"
"Matrícula em distorção no ensino fundamental","2009","Iracema","200"
"Matrícula em distorção no ensino fundamental","2009","Irauçuba","919"
"Matrícula em distorção no ensino fundamental","2009","Itaiçaba","92"
"Matrícula em distorção no ensino fundamental","2009","Itaitinga","1441"
"Matrícula em distorção no ensino fundamental","2009","Itapajé","1708"
"Matrícula em distorção no ensino fundamental","2009","Itapipoca","3283"
"Matrícula em distorção no ensino fundamental","2009","Itapiúna","630"
"Matrícula em distorção no ensino fundamental","2009","Itarema","695"
"Matrícula em distorção no ensino fundamental","2009","Itatira","1117"
"Matrícula em distorção no ensino fundamental","2009","Jaguaretama","694"
"Matrícula em distorção no ensino fundamental","2009","Jaguaribara","306"
"Matrícula em distorção no ensino fundamental","2009","Jaguaribe","1499"
"Matrícula em distorção no ensino fundamental","2009","Jaguaruana","1141"
"Matrícula em distorção no ensino fundamental","2009","Jardim","1110"
"Matrícula em distorção no ensino fundamental","2009","Jati","102"
"Matrícula em distorção no ensino fundamental","2009","Jijoca de Jericoacoara","213"
"Matrícula em distorção no ensino fundamental","2009","Juazeiro do Norte","6499"
"Matrícula em distorção no ensino fundamental","2009","Jucás","599"
"Matrícula em distorção no ensino fundamental","2009","Lavras da Mangabeira","1593"
"Matrícula em distorção no ensino fundamental","2009","Limoeiro do Norte","1238"
"Matrícula em distorção no ensino fundamental","2009","Madalena","928"
"Matrícula em distorção no ensino fundamental","2009","Maracanaú","5827"
"Matrícula em distorção no ensino fundamental","2009","Maranguape","2114"
"Matrícula em distorção no ensino fundamental","2009","Marco","1086"
"Matrícula em distorção no ensino fundamental","2009","Martinópole","488"
"Matrícula em distorção no ensino fundamental","2009","Massapê","1341"
"Matrícula em distorção no ensino fundamental","2009","Mauriti","1765"
"Matrícula em distorção no ensino fundamental","2009","Meruoca","584"
"Matrícula em distorção no ensino fundamental","2009","Milagres","939"
"Matrícula em distorção no ensino fundamental","2009","Milhã","356"
"Matrícula em distorção no ensino fundamental","2009","Miraíma","701"
"Matrícula em distorção no ensino fundamental","2009","Missão Velha","1044"
"Matrícula em distorção no ensino fundamental","2009","Mombaça","1432"
"Matrícula em distorção no ensino fundamental","2009","Monsenhor Tabosa","928"
"Matrícula em distorção no ensino fundamental","2009","Morada Nova","2623"
"Matrícula em distorção no ensino fundamental","2009","Moraújo","342"
"Matrícula em distorção no ensino fundamental","2009","Morrinhos","445"
"Matrícula em distorção no ensino fundamental","2009","Mucambo","516"
"Matrícula em distorção no ensino fundamental","2009","Mulungu","378"
"Matrícula em distorção no ensino fundamental","2009","Nova Olinda","387"
"Matrícula em distorção no ensino fundamental","2009","Nova Russas","1438"
"Matrícula em distorção no ensino fundamental","2009","Novo Oriente","639"
"Matrícula em distorção no ensino fundamental","2009","Ocara","1153"
"Matrícula em distorção no ensino fundamental","2009","Orós","634"
"Matrícula em distorção no ensino fundamental","2009","Pacajus","2260"
"Matrícula em distorção no ensino fundamental","2009","Pacatuba","1339"
"Matrícula em distorção no ensino fundamental","2009","Pacoti","465"
"Matrícula em distorção no ensino fundamental","2009","Pacujá","207"
"Matrícula em distorção no ensino fundamental","2009","Palhano","156"
"Matrícula em distorção no ensino fundamental","2009","Palmácia","272"
"Matrícula em distorção no ensino fundamental","2009","Paracuru","818"
"Matrícula em distorção no ensino fundamental","2009","Paraipaba","644"
"Matrícula em distorção no ensino fundamental","2009","Parambu","297"
"Matrícula em distorção no ensino fundamental","2009","Paramoti","485"
"Matrícula em distorção no ensino fundamental","2009","Pedra Branca","1192"
"Matrícula em distorção no ensino fundamental","2009","Penaforte","217"
"Matrícula em distorção no ensino fundamental","2009","Pentecoste","865"
"Matrícula em distorção no ensino fundamental","2009","Pereiro","593"
"Matrícula em distorção no ensino fundamental","2009","Pindoretama","594"
"Matrícula em distorção no ensino fundamental","2009","Piquet Carneiro","404"
"Matrícula em distorção no ensino fundamental","2009","Pires Ferreira","393"
"Matrícula em distorção no ensino fundamental","2009","Poranga","567"
"Matrícula em distorção no ensino fundamental","2009","Porteiras","447"
"Matrícula em distorção no ensino fundamental","2009","Potengi","410"
"Matrícula em distorção no ensino fundamental","2009","Potiretama","173"
"Matrícula em distorção no ensino fundamental","2009","Quiterianópolis","363"
"Matrícula em distorção no ensino fundamental","2009","Quixadá","1204"
"Matrícula em distorção no ensino fundamental","2009","Quixelô","320"
"Matrícula em distorção no ensino fundamental","2009","Quixeramobim","3144"
"Matrícula em distorção no ensino fundamental","2009","Quixeré","441"
"Matrícula em distorção no ensino fundamental","2009","Redenção","1006"
"Matrícula em distorção no ensino fundamental","2009","Reriutaba","774"
"Matrícula em distorção no ensino fundamental","2009","Russas","1925"
"Matrícula em distorção no ensino fundamental","2009","Saboeiro","934"
"Matrícula em distorção no ensino fundamental","2009","Salitre","1001"
"Matrícula em distorção no ensino fundamental","2009","Santa Quitéria","1672"
"Matrícula em distorção no ensino fundamental","2009","Santana do Acaraú","2050"
"Matrícula em distorção no ensino fundamental","2009","Santana do Cariri","378"
"Matrícula em distorção no ensino fundamental","2009","São Benedito","2178"
"Matrícula em distorção no ensino fundamental","2009","São Gonçalo do Amarante","593"
"Matrícula em distorção no ensino fundamental","2009","São João do Jaguaribe","216"
"Matrícula em distorção no ensino fundamental","2009","São Luís do Curu","327"
"Matrícula em distorção no ensino fundamental","2009","Senador Pompeu","670"
"Matrícula em distorção no ensino fundamental","2009","Senador Sá","233"
"Matrícula em distorção no ensino fundamental","2009","Sobral","2165"
"Matrícula em distorção no ensino fundamental","2009","Solonópole","236"
"Matrícula em distorção no ensino fundamental","2009","Tabuleiro do Norte","917"
"Matrícula em distorção no ensino fundamental","2009","Tamboril","1516"
"Matrícula em distorção no ensino fundamental","2009","Tarrafas","265"
"Matrícula em distorção no ensino fundamental","2009","Tauá","1208"
"Matrícula em distorção no ensino fundamental","2009","Tejuçuoca","788"
"Matrícula em distorção no ensino fundamental","2009","Tianguá","1496"
"Matrícula em distorção no ensino fundamental","2009","Trairi","1193"
"Matrícula em distorção no ensino fundamental","2009","Tururu","411"
"Matrícula em distorção no ensino fundamental","2009","Ubajara","794"
"Matrícula em distorção no ensino fundamental","2009","Umari","358"
"Matrícula em distorção no ensino fundamental","2009","Umirim","684"
"Matrícula em distorção no ensino fundamental","2009","Uruburetama","525"
"Matrícula em distorção no ensino fundamental","2009","Uruoca","489"
"Matrícula em distorção no ensino fundamental","2009","Varjota","655"
"Matrícula em distorção no ensino fundamental","2009","Várzea Alegre","635"
"Matrícula em distorção no ensino fundamental","2009","Viçosa do Ceará","3014"
"Matrícula em distorção no ensino fundamental","2010","Ceará","256824"
"Matrícula em distorção no ensino fundamental","2010","Abaiara","125"
"Matrícula em distorção no ensino fundamental","2010","Acarape","509"
"Matrícula em distorção no ensino fundamental","2010","Acaraú","1861"
"Matrícula em distorção no ensino fundamental","2010","Acopiara","1238"
"Matrícula em distorção no ensino fundamental","2010","Aiuaba","728"
"Matrícula em distorção no ensino fundamental","2010","Alcântaras","584"
"Matrícula em distorção no ensino fundamental","2010","Altaneira","109"
"Matrícula em distorção no ensino fundamental","2010","Alto Santo","509"
"Matrícula em distorção no ensino fundamental","2010","Amontada","1343"
"Matrícula em distorção no ensino fundamental","2010","Antonina do Norte","356"
"Matrícula em distorção no ensino fundamental","2010","Apuiarés","334"
"Matrícula em distorção no ensino fundamental","2010","Aquiraz","3511"
"Matrícula em distorção no ensino fundamental","2010","Aracati","1548"
"Matrícula em distorção no ensino fundamental","2010","Aracoiaba","853"
"Matrícula em distorção no ensino fundamental","2010","Ararendá","382"
"Matrícula em distorção no ensino fundamental","2010","Araripe","1411"
"Matrícula em distorção no ensino fundamental","2010","Aratuba","350"
"Matrícula em distorção no ensino fundamental","2010","Arneiroz","258"
"Matrícula em distorção no ensino fundamental","2010","Assaré","801"
"Matrícula em distorção no ensino fundamental","2010","Aurora","1180"
"Matrícula em distorção no ensino fundamental","2010","Baixio","269"
"Matrícula em distorção no ensino fundamental","2010","Banabuiú","579"
"Matrícula em distorção no ensino fundamental","2010","Barbalha","1538"
"Matrícula em distorção no ensino fundamental","2010","Barreira","799"
"Matrícula em distorção no ensino fundamental","2010","Barro","786"
"Matrícula em distorção no ensino fundamental","2010","Barroquinha","552"
"Matrícula em distorção no ensino fundamental","2010","Baturité","1358"
"Matrícula em distorção no ensino fundamental","2010","Beberibe","1721"
"Matrícula em distorção no ensino fundamental","2010","Bela Cruz","465"
"Matrícula em distorção no ensino fundamental","2010","Boa Viagem","2268"
"Matrícula em distorção no ensino fundamental","2010","Brejo Santo","1614"
