"indicador","ano","município","valor"
"Matrícula em distorção no ensino médio","2015","Viçosa do Ceará","683"
"Matrícula em distorção no ensino fundamental","2016","Itaitinga","585"
"Matrícula em distorção no ensino fundamental","2016","Jaguaretama","206"
"Matrícula em distorção no ensino fundamental","2016","Jaguaribara","180"
"Matrícula em distorção no ensino fundamental","2016","Jati","101"
"Matrícula em distorção no ensino fundamental","2016","Umari","188"
"Matrícula em distorção no ensino fundamental","2016","Umirim","263"
"Matrícula em distorção no ensino fundamental","2016","Ipaporanga","91"
"Matrícula em distorção no ensino fundamental","2016","Ipaumirim","300"
"Matrícula em distorção no ensino fundamental","2016","Ceará","121960"
"Matrícula em distorção no ensino fundamental","2016","Abaiara","52"
"Matrícula em distorção no ensino fundamental","2016","Acarape","292"
"Matrícula em distorção no ensino fundamental","2016","Acaraú","912"
"Matrícula em distorção no ensino fundamental","2016","Acopiara","355"
"Matrícula em distorção no ensino fundamental","2016","Aiuaba","247"
"Matrícula em distorção no ensino fundamental","2016","Alcântaras","170"
"Matrícula em distorção no ensino fundamental","2016","Altaneira","75"
"Matrícula em distorção no ensino fundamental","2016","Alto Santo","212"
"Matrícula em distorção no ensino fundamental","2016","Amontada","600"
"Matrícula em distorção no ensino fundamental","2016","Antonina do Norte","102"
"Matrícula em distorção no ensino fundamental","2016","Apuiarés","155"
"Matrícula em distorção no ensino fundamental","2016","Aquiraz","1405"
"Matrícula em distorção no ensino fundamental","2016","Aracati","939"
"Matrícula em distorção no ensino fundamental","2016","Aracoiaba","304"
"Matrícula em distorção no ensino fundamental","2016","Ararendá","182"
"Matrícula em distorção no ensino fundamental","2016","Araripe","499"
"Matrícula em distorção no ensino fundamental","2016","Aratuba","134"
"Matrícula em distorção no ensino fundamental","2016","Arneiroz","92"
"Matrícula em distorção no ensino fundamental","2016","Assaré","170"
"Matrícula em distorção no ensino fundamental","2016","Aurora","595"
"Matrícula em distorção no ensino fundamental","2016","Baixio","110"
"Matrícula em distorção no ensino fundamental","2016","Banabuiú","451"
"Matrícula em distorção no ensino fundamental","2016","Barbalha","574"
"Matrícula em distorção no ensino fundamental","2016","Barreira","290"
"Matrícula em distorção no ensino fundamental","2016","Barro","369"
"Matrícula em distorção no ensino fundamental","2016","Barroquinha","193"
"Matrícula em distorção no ensino fundamental","2016","Baturité","749"
"Matrícula em distorção no ensino fundamental","2016","Beberibe","1132"
"Matrícula em distorção no ensino fundamental","2016","Bela Cruz","215"
"Matrícula em distorção no ensino fundamental","2016","Boa Viagem","1335"
"Matrícula em distorção no ensino fundamental","2016","Brejo Santo","413"
"Matrícula em distorção no ensino fundamental","2016","Camocim","542"
"Matrícula em distorção no ensino fundamental","2016","Campos Sales","295"
"Matrícula em distorção no ensino fundamental","2016","Canindé","187"
"Matrícula em distorção no ensino fundamental","2016","Capistrano","546"
"Matrícula em distorção no ensino fundamental","2016","Caridade","133"
"Matrícula em distorção no ensino fundamental","2016","Cariré","442"
"Matrícula em distorção no ensino fundamental","2016","Caririaçu","234"
"Matrícula em distorção no ensino fundamental","2016","Cariús","232"
"Matrícula em distorção no ensino fundamental","2016","Carnaubal","1911"
"Matrícula em distorção no ensino fundamental","2016","Cascavel","902"
"Matrícula em distorção no ensino fundamental","2016","Catarina","80"
"Matrícula em distorção no ensino fundamental","2016","Catunda","25"
"Matrícula em distorção no ensino fundamental","2016","Caucaia","5395"
"Matrícula em distorção no ensino fundamental","2016","Cedro","685"
"Matrícula em distorção no ensino fundamental","2016","Chaval","263"
"Matrícula em distorção no ensino fundamental","2016","Choró","149"
"Matrícula em distorção no ensino fundamental","2016","Chorozinho","719"
"Matrícula em distorção no ensino fundamental","2016","Coreaú","84"
"Matrícula em distorção no ensino fundamental","2016","Crateús","1896"
"Matrícula em distorção no ensino fundamental","2016","Crato","1516"
"Matrícula em distorção no ensino fundamental","2016","Croatá","170"
"Matrícula em distorção no ensino fundamental","2016","Cruz","130"
"Matrícula em distorção no ensino fundamental","2016","Deputado Irapuan Pinheiro","72"
"Matrícula em distorção no ensino fundamental","2016","Ereré","81"
"Matrícula em distorção no ensino fundamental","2016","Eusébio","179"
"Matrícula em distorção no ensino fundamental","2016","Farias Brito","202"
"Matrícula em distorção no ensino fundamental","2016","Forquilha","37"
"Matrícula em distorção no ensino fundamental","2016","Fortaleza","37146"
"Matrícula em distorção no ensino fundamental","2016","Fortim","124"
"Matrícula em distorção no ensino fundamental","2016","Frecheirinha","162"
"Matrícula em distorção no ensino fundamental","2016","General Sampaio","139"
"Matrícula em distorção no ensino fundamental","2016","Graça","206"
"Matrícula em distorção no ensino fundamental","2016","Granja","515"
"Matrícula em distorção no ensino fundamental","2016","Granjeiro","86"
"Matrícula em distorção no ensino fundamental","2016","Groaíras","39"
"Matrícula em distorção no ensino fundamental","2016","Guaiúba","444"
"Matrícula em distorção no ensino fundamental","2016","Guaraciaba do Norte","589"
"Matrícula em distorção no ensino fundamental","2016","Guaramiranga","113"
"Matrícula em distorção no ensino fundamental","2016","Hidrolândia","210"
"Matrícula em distorção no ensino fundamental","2016","Horizonte","620"
"Matrícula em distorção no ensino fundamental","2016","Ibaretama","311"
"Matrícula em distorção no ensino fundamental","2016","Ibiapina","382"
"Matrícula em distorção no ensino fundamental","2016","Ibicuitinga","156"
"Matrícula em distorção no ensino fundamental","2016","Icapuí","641"
"Matrícula em distorção no ensino fundamental","2016","Icó","1531"
"Matrícula em distorção no ensino fundamental","2016","Iguatu","932"
"Matrícula em distorção no ensino fundamental","2016","Independência","138"
"Matrícula em distorção no ensino fundamental","2016","Jijoca de Jericoacoara","136"
"Matrícula em distorção no ensino fundamental","2016","Juazeiro do Norte","3931"
"Matrícula em distorção no ensino fundamental","2016","Jucás","135"
"Matrícula em distorção no ensino fundamental","2016","Lavras da Mangabeira","819"
"Matrícula em distorção no ensino fundamental","2016","Limoeiro do Norte","738"
"Matrícula em distorção no ensino fundamental","2016","Madalena","419"
"Matrícula em distorção no ensino fundamental","2016","Maracanaú","2782"
"Matrícula em distorção no ensino fundamental","2016","Maranguape","1112"
"Matrícula em distorção no ensino fundamental","2016","Marco","237"
"Matrícula em distorção no ensino fundamental","2016","Martinópole","159"
"Matrícula em distorção no ensino fundamental","2016","Massapê","241"
"Matrícula em distorção no ensino fundamental","2016","Mauriti","484"
"Matrícula em distorção no ensino fundamental","2016","Meruoca","106"
"Matrícula em distorção no ensino fundamental","2016","Milagres","473"
"Matrícula em distorção no ensino fundamental","2016","Milhã","119"
"Matrícula em distorção no ensino fundamental","2016","Miraíma","196"
"Matrícula em distorção no ensino fundamental","2016","Missão Velha","546"
"Matrícula em distorção no ensino fundamental","2016","Mombaça","640"
"Matrícula em distorção no ensino fundamental","2016","Monsenhor Tabosa","672"
"Matrícula em distorção no ensino fundamental","2016","Morada Nova","1487"
"Matrícula em distorção no ensino fundamental","2016","Moraújo","141"
"Matrícula em distorção no ensino fundamental","2016","Morrinhos","152"
"Matrícula em distorção no ensino fundamental","2016","Mucambo","62"
"Matrícula em distorção no ensino fundamental","2016","Mulungu","177"
"Matrícula em distorção no ensino fundamental","2016","Nova Olinda","64"
"Matrícula em distorção no ensino fundamental","2016","Nova Russas","600"
"Matrícula em distorção no ensino fundamental","2016","Novo Oriente","177"
"Matrícula em distorção no ensino fundamental","2016","Ocara","428"
"Matrícula em distorção no ensino fundamental","2016","Orós","381"
"Matrícula em distorção no ensino fundamental","2016","Pacajus","1415"
"Matrícula em distorção no ensino fundamental","2016","Pacatuba","801"
"Matrícula em distorção no ensino fundamental","2016","Pacoti","196"
"Matrícula em distorção no ensino fundamental","2016","Pacujá","79"
"Matrícula em distorção no ensino fundamental","2016","Palhano","65"
"Matrícula em distorção no ensino fundamental","2016","Palmácia","121"
"Matrícula em distorção no ensino fundamental","2016","Paracuru","194"
"Matrícula em distorção no ensino fundamental","2016","Paraipaba","207"
"Matrícula em distorção no ensino fundamental","2016","Parambu","149"
"Matrícula em distorção no ensino fundamental","2016","Paramoti","346"
"Matrícula em distorção no ensino fundamental","2016","Pedra Branca","211"
"Matrícula em distorção no ensino fundamental","2016","Penaforte","119"
"Matrícula em distorção no ensino fundamental","2016","Pentecoste","279"
"Matrícula em distorção no ensino fundamental","2016","Pereiro","464"
"Matrícula em distorção no ensino fundamental","2016","Pindoretama","264"
"Matrícula em distorção no ensino fundamental","2016","Piquet Carneiro","221"
"Matrícula em distorção no ensino fundamental","2016","Pires Ferreira","101"
"Matrícula em distorção no ensino fundamental","2016","Poranga","251"
"Matrícula em distorção no ensino fundamental","2016","Porteiras","148"
"Matrícula em distorção no ensino fundamental","2016","Potengi","285"
"Matrícula em distorção no ensino fundamental","2016","Potiretama","75"
"Matrícula em distorção no ensino fundamental","2016","Quiterianópolis","128"
"Matrícula em distorção no ensino fundamental","2016","Quixadá","697"
"Matrícula em distorção no ensino fundamental","2016","Quixelô","235"
"Matrícula em distorção no ensino fundamental","2016","Quixeramobim","1196"
"Matrícula em distorção no ensino fundamental","2016","Quixeré","290"
"Matrícula em distorção no ensino fundamental","2016","Redenção","211"
"Matrícula em distorção no ensino fundamental","2016","Reriutaba","211"
"Matrícula em distorção no ensino fundamental","2016","Russas","989"
"Matrícula em distorção no ensino fundamental","2016","Saboeiro","268"
"Matrícula em distorção no ensino fundamental","2016","Salitre","486"
"Matrícula em distorção no ensino fundamental","2016","Santa Quitéria","442"
"Matrícula em distorção no ensino fundamental","2016","Santana do Acaraú","831"
"Matrícula em distorção no ensino fundamental","2016","Santana do Cariri","218"
"Matrícula em distorção no ensino fundamental","2016","São Benedito","754"
"Matrícula em distorção no ensino fundamental","2016","São Gonçalo do Amarante","301"
"Matrícula em distorção no ensino fundamental","2016","São João do Jaguaribe","83"
"Matrícula em distorção no ensino fundamental","2016","São Luís do Curu","258"
"Matrícula em distorção no ensino fundamental","2016","Senador Pompeu","302"
"Matrícula em distorção no ensino fundamental","2016","Senador Sá","39"
"Matrícula em distorção no ensino fundamental","2016","Sobral","225"
"Matrícula em distorção no ensino fundamental","2016","Solonópole","78"
"Matrícula em distorção no ensino fundamental","2016","Tabuleiro do Norte","382"
"Matrícula em distorção no ensino fundamental","2016","Tamboril","565"
"Matrícula em distorção no ensino fundamental","2016","Tarrafas","96"
"Matrícula em distorção no ensino fundamental","2016","Tauá","291"
"Matrícula em distorção no ensino fundamental","2016","Tejuçuoca","344"
"Matrícula em distorção no ensino fundamental","2016","Tianguá","500"
"Matrícula em distorção no ensino fundamental","2016","Trairi","596"
"Matrícula em distorção no ensino fundamental","2016","Tururu","163"
"Matrícula em distorção no ensino fundamental","2016","Ubajara","233"
"Matrícula em distorção no ensino fundamental","2016","Várzea Alegre","185"
"Matrícula em distorção no ensino fundamental","2016","Viçosa do Ceará","1219"
"Matrícula em distorção no ensino médio","2016","Apuiarés","75"
"Matrícula em distorção no ensino médio","2016","Amontada","369"
"Matrícula em distorção no ensino médio","2016","Antonina do Norte","78"
"Matrícula em distorção no ensino médio","2016","Ceará","73765"
"Matrícula em distorção no ensino médio","2016","Aquiraz","1055"
"Matrícula em distorção no ensino médio","2016","Abaiara","34"
"Matrícula em distorção no ensino médio","2016","Acarape","89"
"Matrícula em distorção no ensino médio","2016","Aracati","559"
"Matrícula em distorção no ensino médio","2016","Acaraú","391"
"Matrícula em distorção no ensino médio","2016","Acopiara","338"
"Matrícula em distorção no ensino médio","2016","Aiuaba","112"
"Matrícula em distorção no ensino médio","2016","Alcântaras","129"
"Matrícula em distorção no ensino médio","2016","Altaneira","84"
"Matrícula em distorção no ensino médio","2016","Alto Santo","130"
"Matrícula em distorção no ensino médio","2016","Aracoiaba","161"
"Matrícula em distorção no ensino médio","2016","Ararendá","118"
"Matrícula em distorção no ensino médio","2016","Araripe","271"
"Matrícula em distorção no ensino médio","2016","Aratuba","109"
"Matrícula em distorção no ensino médio","2016","Arneiroz","42"
"Matrícula em distorção no ensino médio","2016","Assaré","180"
"Matrícula em distorção no ensino médio","2016","Aurora","145"
"Matrícula em distorção no ensino médio","2016","Baixio","70"
"Matrícula em distorção no ensino médio","2016","Banabuiú","130"
"Matrícula em distorção no ensino médio","2016","Barbalha","463"
"Matrícula em distorção no ensino médio","2016","Barreira","172"
"Matrícula em distorção no ensino médio","2016","Barro","176"
"Matrícula em distorção no ensino médio","2016","Barroquinha","159"
"Matrícula em distorção no ensino médio","2016","Baturité","309"
"Matrícula em distorção no ensino médio","2016","Beberibe","435"
"Matrícula em distorção no ensino médio","2016","Bela Cruz","96"
"Matrícula em distorção no ensino médio","2016","Boa Viagem","474"
"Matrícula em distorção no ensino médio","2016","Brejo Santo","411"
"Matrícula em distorção no ensino médio","2016","Camocim","489"
"Matrícula em distorção no ensino médio","2016","Campos Sales","146"
"Matrícula em distorção no ensino médio","2016","Canindé","492"
"Matrícula em distorção no ensino médio","2016","Capistrano","183"
"Matrícula em distorção no ensino médio","2016","Caridade","146"
"Matrícula em distorção no ensino médio","2016","Cariré","121"
"Matrícula em distorção no ensino médio","2016","Caririaçu","254"
"Matrícula em distorção no ensino médio","2016","Cariús","75"
"Matrícula em distorção no ensino médio","2016","Carnaubal","98"
"Matrícula em distorção no ensino médio","2016","Cascavel","706"
"Matrícula em distorção no ensino médio","2016","Catarina","40"
"Matrícula em distorção no ensino médio","2016","Catunda","66"
"Matrícula em distorção no ensino médio","2016","Caucaia","3157"
"Matrícula em distorção no ensino médio","2016","Cedro","277"
"Matrícula em distorção no ensino médio","2016","Chaval","126"
"Matrícula em distorção no ensino médio","2016","Choró","114"
"Matrícula em distorção no ensino médio","2016","Chorozinho","220"
"Matrícula em distorção no ensino médio","2016","Coreaú","168"
"Matrícula em distorção no ensino médio","2016","Crateús","730"
"Matrícula em distorção no ensino médio","2016","Crato","1140"
"Matrícula em distorção no ensino médio","2016","Croatá","95"
"Matrícula em distorção no ensino médio","2016","Cruz","89"
"Matrícula em distorção no ensino médio","2016","Deputado Irapuan Pinheiro","59"
"Matrícula em distorção no ensino médio","2016","Ereré","55"
"Matrícula em distorção no ensino médio","2016","Eusébio","509"
"Matrícula em distorção no ensino médio","2016","Farias Brito","177"
"Matrícula em distorção no ensino médio","2016","Forquilha","138"
"Matrícula em distorção no ensino médio","2016","Fortaleza","22842"
"Matrícula em distorção no ensino médio","2016","Fortim","158"
"Matrícula em distorção no ensino médio","2016","Frecheirinha","134"
"Matrícula em distorção no ensino médio","2016","General Sampaio","86"
"Matrícula em distorção no ensino médio","2016","Graça","94"
"Matrícula em distorção no ensino médio","2016","Granja","329"
"Matrícula em distorção no ensino médio","2016","Granjeiro","42"
"Matrícula em distorção no ensino médio","2016","Groaíras","71"
"Matrícula em distorção no ensino médio","2016","Guaiúba","240"
"Matrícula em distorção no ensino médio","2016","Guaraciaba do Norte","263"
"Matrícula em distorção no ensino médio","2016","Guaramiranga","70"
"Matrícula em distorção no ensino médio","2016","Hidrolândia","137"
"Matrícula em distorção no ensino médio","2016","Horizonte","654"
"Matrícula em distorção no ensino médio","2016","Ibaretama","107"
"Matrícula em distorção no ensino médio","2016","Ibiapina","171"
"Matrícula em distorção no ensino médio","2016","Ibicuitinga","96"
"Matrícula em distorção no ensino médio","2016","Icapuí","262"
"Matrícula em distorção no ensino médio","2016","Icó","359"
"Matrícula em distorção no ensino médio","2016","Iguatu","633"
"Matrícula em distorção no ensino médio","2016","Independência","196"
"Matrícula em distorção no ensino médio","2016","Ipaporanga","123"
"Matrícula em distorção no ensino médio","2016","Ipaumirim","155"
"Matrícula em distorção no ensino médio","2016","Ipu","360"
"Matrícula em distorção no ensino médio","2016","Ipueiras","314"
"Matrícula em distorção no ensino médio","2016","Iracema","87"
"Matrícula em distorção no ensino médio","2016","Irauçuba","174"
"Matrícula em distorção no ensino médio","2016","Itaiçaba","54"
"Matrícula em distorção no ensino médio","2016","Itaitinga","417"
"Matrícula em distorção no ensino médio","2016","Itapajé","445"
"Matrícula em distorção no ensino médio","2016","Itapipoca","791"
"Matrícula em distorção no ensino médio","2016","Itapiúna","138"
"Matrícula em distorção no ensino médio","2016","Itarema","259"
"Matrícula em distorção no ensino médio","2016","Itatira","249"
"Matrícula em distorção no ensino médio","2016","Jaguaretama","126"
"Matrícula em distorção no ensino médio","2016","Jaguaribara","71"
"Matrícula em distorção no ensino médio","2016","Jaguaribe","325"
"Matrícula em distorção no ensino médio","2016","Jaguaruana","269"
"Matrícula em distorção no ensino médio","2016","Jardim","321"
"Matrícula em distorção no ensino médio","2016","Jati","34"
"Matrícula em distorção no ensino médio","2016","Jijoca de Jericoacoara","72"
"Matrícula em distorção no ensino médio","2016","Juazeiro do Norte","2144"
"Matrícula em distorção no ensino médio","2016","Jucás","129"
"Matrícula em distorção no ensino médio","2016","Lavras da Mangabeira","371"
"Matrícula em distorção no ensino médio","2016","Limoeiro do Norte","364"
"Matrícula em distorção no ensino médio","2016","Madalena","201"
"Matrícula em distorção no ensino médio","2016","Maracanaú","2747"
"Matrícula em distorção no ensino médio","2016","Maranguape","806"
"Matrícula em distorção no ensino médio","2016","Marco","140"
"Matrícula em distorção no ensino médio","2016","Martinópole","160"
"Matrícula em distorção no ensino médio","2016","Massapê","406"
"Matrícula em distorção no ensino médio","2016","Mauriti","324"
"Matrícula em distorção no ensino médio","2016","Meruoca","173"
"Matrícula em distorção no ensino médio","2016","Milagres","163"
"Matrícula em distorção no ensino médio","2016","Milhã","64"
"Matrícula em distorção no ensino médio","2016","Miraíma","110"
"Matrícula em distorção no ensino médio","2016","Missão Velha","275"
"Matrícula em distorção no ensino médio","2016","Mombaça","272"
"Matrícula em distorção no ensino médio","2016","Monsenhor Tabosa","200"
"Matrícula em distorção no ensino médio","2016","Morada Nova","815"
"Matrícula em distorção no ensino médio","2016","Moraújo","69"
"Matrícula em distorção no ensino médio","2016","Morrinhos","115"
"Matrícula em distorção no ensino médio","2016","Mucambo","84"
"Matrícula em distorção no ensino médio","2016","Mulungu","67"
"Matrícula em distorção no ensino médio","2016","Nova Olinda","124"
"Matrícula em distorção no ensino médio","2016","Nova Russas","455"
"Matrícula em distorção no ensino médio","2016","Novo Oriente","143"
"Matrícula em distorção no ensino médio","2016","Ocara","263"
"Matrícula em distorção no ensino médio","2016","Orós","121"
"Matrícula em distorção no ensino médio","2016","Pacajus","551"
"Matrícula em distorção no ensino médio","2016","Pacatuba","545"
"Matrícula em distorção no ensino médio","2016","Pacoti","116"
"Matrícula em distorção no ensino médio","2016","Pacujá","47"
"Matrícula em distorção no ensino médio","2016","Palhano","47"
"Matrícula em distorção no ensino médio","2016","Palmácia","44"
"Matrícula em distorção no ensino médio","2016","Paracuru","295"
"Matrícula em distorção no ensino médio","2016","Paraipaba","273"
"Matrícula em distorção no ensino médio","2016","Parambu","151"
"Matrícula em distorção no ensino médio","2016","Paramoti","85"
"Matrícula em distorção no ensino médio","2016","Pedra Branca","213"
"Matrícula em distorção no ensino médio","2016","Penaforte","87"
"Matrícula em distorção no ensino médio","2016","Pentecoste","280"
"Matrícula em distorção no ensino médio","2016","Pereiro","164"
"Matrícula em distorção no ensino médio","2016","Pindoretama","309"
"Matrícula em distorção no ensino médio","2016","Piquet Carneiro","120"
"Matrícula em distorção no ensino médio","2016","Pires Ferreira","66"
"Matrícula em distorção no ensino médio","2016","Poranga","158"
"Matrícula em distorção no ensino médio","2016","Porteiras","170"
"Matrícula em distorção no ensino médio","2016","Potengi","92"
"Matrícula em distorção no ensino médio","2016","Potiretama","50"
"Matrícula em distorção no ensino médio","2016","Quiterianópolis","101"
"Matrícula em distorção no ensino médio","2016","Quixadá","711"
"Matrícula em distorção no ensino médio","2016","Quixelô","111"
"Matrícula em distorção no ensino médio","2016","Quixeramobim","765"
"Matrícula em distorção no ensino médio","2016","Quixeré","109"
"Matrícula em distorção no ensino médio","2016","Redenção","221"
"Matrícula em distorção no ensino médio","2016","Reriutaba","135"
"Matrícula em distorção no ensino médio","2016","Russas","678"
"Matrícula em distorção no ensino médio","2016","Saboeiro","158"
"Matrícula em distorção no ensino médio","2016","Salitre","172"
"Matrícula em distorção no ensino médio","2016","Santa Quitéria","332"
"Matrícula em distorção no ensino médio","2016","Santana do Acaraú","388"
"Matrícula em distorção no ensino médio","2016","Santana do Cariri","160"
"Matrícula em distorção no ensino médio","2016","São Benedito","279"
"Matrícula em distorção no ensino médio","2016","São Gonçalo do Amarante","324"
"Matrícula em distorção no ensino médio","2016","São João do Jaguaribe","52"
"Matrícula em distorção no ensino médio","2016","São Luís do Curu","93"
"Matrícula em distorção no ensino médio","2016","Senador Pompeu","93"
"Matrícula em distorção no ensino médio","2016","Senador Sá","49"
"Matrícula em distorção no ensino médio","2016","Sobral","1051"
"Matrícula em distorção no ensino médio","2016","Solonópole","70"
"Matrícula em distorção no ensino médio","2016","Tabuleiro do Norte","286"
"Matrícula em distorção no ensino médio","2016","Tamboril","356"
"Matrícula em distorção no ensino médio","2016","Tarrafas","33"
"Matrícula em distorção no ensino médio","2016","Tauá","292"
"Matrícula em distorção no ensino médio","2016","Tejuçuoca","116"
"Matrícula em distorção no ensino médio","2016","Tianguá","288"
"Matrícula em distorção no ensino médio","2016","Trairi","216"
"Matrícula em distorção no ensino médio","2016","Tururu","83"
"Matrícula em distorção no ensino médio","2016","Ubajara","161"
"Matrícula em distorção no ensino médio","2016","Umari","107"
"Matrícula em distorção no ensino médio","2016","Umirim","183"
"Matrícula em distorção no ensino médio","2016","Uruburetama","152"
"Matrícula em distorção no ensino médio","2016","Uruoca","205"
"Matrícula em distorção no ensino médio","2016","Varjota","154"
"Matrícula em distorção no ensino médio","2016","Várzea Alegre","238"
"Matrícula em distorção no ensino médio","2016","Viçosa do Ceará","713"
"Matrícula em distorção no ensino fundamental","2017","Salitre","416"
"Matrícula em distorção no ensino fundamental","2017","Granja","479"
"Matrícula em distorção no ensino fundamental","2017","Granjeiro","91"
"Matrícula em distorção no ensino fundamental","2016","Itapajé","669"
"Matrícula em distorção no ensino fundamental","2016","Itapipoca","1488"
"Matrícula em distorção no ensino fundamental","2016","Itapiúna","330"
"Matrícula em distorção no ensino fundamental","2016","Itarema","423"
"Matrícula em distorção no ensino fundamental","2016","Itatira","896"
"Matrícula em distorção no ensino fundamental","2016","Jaguaribe","561"
"Matrícula em distorção no ensino fundamental","2016","Jaguaruana","260"
"Matrícula em distorção no ensino fundamental","2016","Jardim","750"
"Matrícula em distorção no ensino fundamental","2016","Uruburetama","218"
"Matrícula em distorção no ensino fundamental","2016","Uruoca","179"
"Matrícula em distorção no ensino fundamental","2016","Varjota","211"
"Matrícula em distorção no ensino fundamental","2016","Ipu","992"
"Matrícula em distorção no ensino fundamental","2016","Ipueiras","1518"
"Matrícula em distorção no ensino fundamental","2016","Iracema","52"
"Matrícula em distorção no ensino fundamental","2016","Irauçuba","109"
"Matrícula em distorção no ensino fundamental","2016","Itaiçaba","55"
"Matrícula em distorção no ensino fundamental","2017","Guaiúba","508"
"Matrícula em distorção no ensino fundamental","2017","Quixadá","609"
"Matrícula em distorção no ensino fundamental","2017","Quixelô","224"
"Matrícula em distorção no ensino fundamental","2017","Quixeramobim","1020"
"Matrícula em distorção no ensino fundamental","2017","Quixeré","210"
"Matrícula em distorção no ensino fundamental","2017","Redenção","221"
"Matrícula em distorção no ensino fundamental","2017","Reriutaba","194"
"Matrícula em distorção no ensino fundamental","2017","Russas","875"
"Matrícula em distorção no ensino fundamental","2017","Saboeiro","252"
"Matrícula em distorção no ensino fundamental","2017","Ceará","109034"
"Matrícula em distorção no ensino fundamental","2017","Abaiara","54"
"Matrícula em distorção no ensino fundamental","2017","Acarape","235"
"Matrícula em distorção no ensino fundamental","2017","Acaraú","758"
"Matrícula em distorção no ensino fundamental","2017","Acopiara","330"
"Matrícula em distorção no ensino fundamental","2017","Aiuaba","227"
"Matrícula em distorção no ensino fundamental","2017","Alcântaras","143"
"Matrícula em distorção no ensino fundamental","2017","Altaneira","43"
"Matrícula em distorção no ensino fundamental","2017","Alto Santo","204"
"Matrícula em distorção no ensino fundamental","2017","Amontada","619"
"Matrícula em distorção no ensino fundamental","2017","Antonina do Norte","106"
"Matrícula em distorção no ensino fundamental","2017","Apuiarés","152"
"Matrícula em distorção no ensino fundamental","2017","Aquiraz","1284"
"Matrícula em distorção no ensino fundamental","2017","Aracati","900"
"Matrícula em distorção no ensino fundamental","2017","Aracoiaba","291"
"Matrícula em distorção no ensino fundamental","2017","Ararendá","168"
"Matrícula em distorção no ensino fundamental","2017","Araripe","447"
"Matrícula em distorção no ensino fundamental","2017","Aratuba","127"
"Matrícula em distorção no ensino fundamental","2017","Arneiroz","75"
"Matrícula em distorção no ensino fundamental","2017","Assaré","142"
"Matrícula em distorção no ensino fundamental","2017","Aurora","539"
"Matrícula em distorção no ensino fundamental","2017","Baixio","103"
"Matrícula em distorção no ensino fundamental","2017","Banabuiú","408"
"Matrícula em distorção no ensino fundamental","2017","Barbalha","610"
"Matrícula em distorção no ensino fundamental","2017","Barreira","269"
"Matrícula em distorção no ensino fundamental","2017","Barro","340"
"Matrícula em distorção no ensino fundamental","2017","Barroquinha","181"
"Matrícula em distorção no ensino fundamental","2017","Baturité","819"
"Matrícula em distorção no ensino fundamental","2017","Beberibe","959"
"Matrícula em distorção no ensino fundamental","2017","Bela Cruz","149"
"Matrícula em distorção no ensino fundamental","2017","Boa Viagem","1257"
"Matrícula em distorção no ensino fundamental","2017","Brejo Santo","320"
"Matrícula em distorção no ensino fundamental","2017","Camocim","449"
"Matrícula em distorção no ensino fundamental","2017","Campos Sales","262"
"Matrícula em distorção no ensino fundamental","2017","Canindé","1879"
"Matrícula em distorção no ensino fundamental","2017","Capistrano","180"
"Matrícula em distorção no ensino fundamental","2017","Caridade","502"
"Matrícula em distorção no ensino fundamental","2017","Cariré","93"
"Matrícula em distorção no ensino fundamental","2017","Caririaçu","439"
"Matrícula em distorção no ensino fundamental","2017","Cariús","196"
"Matrícula em distorção no ensino fundamental","2017","Carnaubal","203"
"Matrícula em distorção no ensino fundamental","2017","Cascavel","659"
"Matrícula em distorção no ensino fundamental","2017","Catarina","43"
"Matrícula em distorção no ensino fundamental","2017","Catunda","19"
"Matrícula em distorção no ensino fundamental","2017","Caucaia","5217"
"Matrícula em distorção no ensino fundamental","2017","Cedro","472"
"Matrícula em distorção no ensino fundamental","2017","Chaval","222"
"Matrícula em distorção no ensino fundamental","2017","Choró","136"
"Matrícula em distorção no ensino fundamental","2017","Chorozinho","506"
"Matrícula em distorção no ensino fundamental","2017","Coreaú","63"
"Matrícula em distorção no ensino fundamental","2017","Crateús","1224"
"Matrícula em distorção no ensino fundamental","2017","Crato","1721"
"Matrícula em distorção no ensino fundamental","2017","Croatá","171"
"Matrícula em distorção no ensino fundamental","2017","Cruz","112"
"Matrícula em distorção no ensino fundamental","2017","Deputado Irapuan Pinheiro","66"
"Matrícula em distorção no ensino fundamental","2017","Ereré","72"
"Matrícula em distorção no ensino fundamental","2017","Eusébio","260"
"Matrícula em distorção no ensino fundamental","2017","Farias Brito","158"
"Matrícula em distorção no ensino fundamental","2017","Forquilha","32"
"Matrícula em distorção no ensino fundamental","2017","Fortaleza","32359"
"Matrícula em distorção no ensino fundamental","2017","Fortim","124"
"Matrícula em distorção no ensino fundamental","2017","Frecheirinha","132"
"Matrícula em distorção no ensino fundamental","2017","General Sampaio","104"
"Matrícula em distorção no ensino fundamental","2017","Graça","157"
"Matrícula em distorção no ensino fundamental","2017","Guaraciaba do Norte","561"
"Matrícula em distorção no ensino fundamental","2017","Guaramiranga","99"
"Matrícula em distorção no ensino fundamental","2017","Hidrolândia","199"
"Matrícula em distorção no ensino fundamental","2017","Horizonte","525"
"Matrícula em distorção no ensino fundamental","2017","Ibaretama","306"
"Matrícula em distorção no ensino fundamental","2017","Ibiapina","334"
"Matrícula em distorção no ensino fundamental","2017","Ibicuitinga","741"
